214-A-bug-18162404-18162485,10,35,20,0,0,65,26,2,2,autogen,TIMEOUT,10m,,,
216-A-bug-12677176-12677205,10,21,20,21,16,41,20,40,20,autogen,NOREPAIR,15.801,,,
216-A-bug-5868432-5868621,10,29,20,29,16,43,15,31,10,autogen,NOREPAIR,16.110,,,
216-A-bug-6609343-6609404,10,24,20,24,16,43,28,25,12,autogen,NOREPAIR,14.082,,,
216-A-bug-9345653-9345865,10,21,20,21,16,42,28,40,28,autogen,NOREPAIR,11.409,,,
216-A-bug-9373680-9373783,10,28,20,27,15,42,18,40,18,autogen,NOREPAIR,14.580,,,
216-A-bug-9373751-9373783,10,28,20,28,16,43,21,31,18,autogen,NOREPAIR,11.093,,,
216-A-bug-9879672-9880150,10,23,20,23,16,41,21,40,21,autogen,NOREPAIR,11.339,,,
216-A-bug-9879712-9880150,10,29,20,27,15,42,30,31,22,autogen,NOREPAIR,10.894,,,
216-A-bug-9879753-9880150,10,23,20,22,15,41,13,39,13,autogen,NOREPAIR,11.465,,,
216-A-bug-9880086-9880150,10,22,20,22,16,43,18,31,15,autogen,NOREPAIR,11.309,,,
219-B-bug-2174606-2174633,10,21,20,13,13,105,87,86,84,autogen,NOREPAIR,132.144,,,
219-B-bug-2379876-2379955,10,74,20,21,9,195,169,5,4,autogen,TIMEOUT,10m,,,
221-B-bug-3805733-3805812,10,80,20,2,1,42,32,7,3,autogen,TIMEOUT,10m,,,
221-B-bug-3805744-3805812,10,362,20,2,1,43,40,5,2,autogen,TIMEOUT,10m,,,
224-A-bug-17312870-17312897,10,38,20,34,14,30,25,28,23,autogen,????,0.477,,,
224-A-bug-17924263-17924268,10,193,20,46,8,38,37,3,3,autogen,????,0.925,,,
226-A-bug-2300522-2300539,10,27,20,8,8,125,125,32,32,autogen,????,1.156,,,
228-A-bug-17177587-17196475,10,7739,20,4,3,41,35,7,4,autogen,NOREPAIR,331.281,,,
228-A-bug-17396874-17396905,10,78,20,24,11,37,12,23,5,autogen,????,1.045,,,
228-A-bug-18047603-18047609,10,39,20,5,2,39,32,7,4,autogen,NOREPAIR,120.710,,,
228-A-bug-18063728-18063771,10,163,20,2,2,37,16,13,6,autogen,TIMEOUT,10m,,,
233-B-bug-2440068-2440084,10,889,20,79,5,52,36,18,2,autogen,TIMEOUT,10m,,,
235-A-bug-13074317-13074342,10,1064,8,75,0,92,75,17,2,autogen,????,0.456,,,
236-B-bug-9431370-9431400,10,62,20,6,2,148,141,8,3,autogen,????,0.686,,,
237-C-bug-10245549-10245587,10,164,20,31,3,60,49,12,2,autogen,VERIFICATIONFAILED,324.408,,,
244-B-bug-5291533-5291541,10,827,20,1,0,51,51,2,2,autogen,NOREPAIR,449.422,,,
258-B-bug-2810543-2810936,10,35,20,17,12,33,29,31,27,autogen,TIMEOUT,10m,,,
26-A-bug-17016643-17016759,10,63,20,22,15,34,30,14,10,autogen,TIMEOUT,10m,,,
261-C-bug-2956488-2956502,10,76,20,3,1,50,50,3,3,autogen,TIMEOUT,10m,,,
268-B-bug-18098312-18098395,10,59,20,30,11,27,5,22,3,autogen,NOREPAIR,353.394,,,
271-A-bug-17597303-17597361,10,40,20,8,7,33,24,6,6,autogen,NOREPAIR,285.992,,,
271-A-bug-17597337-17597361,10,4045,20,676,8,33,29,6,2,autogen,TIMEOUT,10m,,,
271-A-bug-17876739-17876766,10,57,20,4,4,29,19,7,7,autogen,????,1.063,,,
271-A-bug-17879735-17879832,10,935,20,185,12,34,30,6,2,autogen,NOREPAIR,216.078,,,
271-A-bug-17990046-17990110,10,147,20,27,8,33,29,6,2,autogen,????,0.873,,,
271-A-bug-18031969-18031990,10,60,20,14,10,33,29,6,5,autogen,NOREPAIR,221.620,,,
271-A-bug-18045921-18045927,10,142,20,12,6,29,24,7,2,autogen,NOREPAIR,213.770,,,
271-A-bug-18046060-18046072,10,56,20,16,11,33,30,6,6,autogen,NOREPAIR,236.469,,,
271-A-bug-18178942-18178961,10,70,20,26,14,34,34,6,6,autogen,NOREPAIR,221.406,,,
271-A-bug-18245137-18245167,10,58,20,12,8,44,25,2,2,autogen,VERIFICATIONFAILED,4.934,,,
271-A-bug-18358749-18358771,10,228,20,21,12,33,33,6,6,autogen,TIMEOUT,10m,,,
276-D-bug-11924073-11924104,10,30,20,27,15,67,55,47,47,autogen,TIMEOUT,10m,,,
276-D-bug-6167745-6167757,10,47,20,10,6,64,39,23,4,autogen,????,51.004,,,
279-A-bug-3499184-3499188,10,22,20,22,16,37,34,37,34,autogen,TIMEOUT,10m,,,
284-A-bug-14681239-14681253,10,376,20,4,2,44,44,2,2,autogen,NOREPAIR,471.417,,,
284-A-bug-16227020-16227051,10,1644,20,21,2,44,43,2,2,autogen,TIMEOUT,10m,,,
284-A-bug-17986776-17986843,10,6917,20,47,7,44,44,2,2,autogen,NOREPAIR,344.695,,,
284-A-bug-3360678-3360687,10,88,20,52,11,45,43,2,2,autogen,NOREPAIR,250.583,,,
284-A-bug-3415239-3415277,10,910,20,64,5,44,43,2,2,autogen,????,0.919,,,
287-B-bug-4160422-4160430,10,70,20,0,0,42,42,2,2,autogen,NOREPAIR,286.953,,,
287-B-bug-4368319-4368323,10,141,20,18,4,35,35,2,2,autogen,NOREPAIR,535.109,,,
29-B-bug-14260537-14260580,10,29,20,7,3,53,38,2,2,autogen,????,0.562,,,
300-C-bug-7402867-7402950,10,39,20,6,7,35,35,23,23,autogen,????,50.401,,,
304-A-bug-14297808-14297827,10,334,20,38,14,63,63,3,3,autogen,TIMEOUT,10m,,,
304-A-bug-14300606-14315458,10,114,20,23,14,63,62,3,2,autogen,????,50.712,,,
304-A-bug-14302685-14315458,10,112,20,20,11,63,63,3,3,autogen,????,1.687,,,
304-A-bug-14337231-14337294,10,38,20,32,16,35,25,34,24,autogen,TIMEOUT,10m,,,
304-A-bug-14337242-14337292,10,50,20,30,13,35,7,34,6,autogen,TIMEOUT,10m,,,
306-C-bug-4414206-4414213,10,107,20,22,6,43,32,8,4,autogen,VERIFICATIONFAILED,459.738,,,
318-A-bug-17923580-17923594,10,48,20,0,0,32,14,5,4,autogen,NOREPAIR,78.118,,,
318-A-bug-18134645-18134661,10,398,20,122,7,24,20,6,2,autogen,NOREPAIR,469.555,,,
318-A-bug-18258032-18258084,10,57,20,0,0,34,31,3,2,autogen,NOREPAIR,23.498,,,
320-A-bug-13853886-13855144,10,5845,12,175,0,56,41,15,0,autogen,NOREPAIR,287.559,,,
320-A-bug-13868593-13868728,10,184,20,4,2,51,49,4,2,autogen,NOREPAIR,296.592,,,
320-A-bug-14193648-14193689,10,5348,15,183,0,57,43,14,0,autogen,NOREPAIR,190.678,,,
320-A-bug-16763087-16763591,10,5407,9,221,0,57,42,15,0,autogen,NOREPAIR,471.938,,,
320-A-bug-17314140-17314148,10,5153,6,206,0,56,41,15,0,autogen,NOREPAIR,262.190,,,
322-B-bug-12162423-12162461,10,27,20,1,2,74,64,5,3,autogen,NOREPAIR,515.723,,,
328-A-bug-4553345-4553356,10,4723,3,0,0,55,50,7,2,autogen,NOREPAIR,64.306,,,
333-A-bug-4189205-4189213,10,68,20,39,15,34,26,17,9,autogen,NOREPAIR,149.185,,,
337-C-bug-13885430-13885725,10,45,20,8,6,117,117,6,6,autogen,????,0.743,,,
337-C-bug-7933461-7933490,10,63,20,0,1,117,115,6,5,autogen,????,1.224,,,
340-A-bug-13332288-13332329,10,62,20,12,7,37,32,13,11,autogen,????,0.771,,,
340-A-bug-13332320-13332329,10,27,20,2,2,37,23,12,9,autogen,????,0.626,,,
340-A-bug-17585383-17585423,10,27,20,3,3,37,25,18,7,autogen,????,50.484,,,
342-C-bug-4429282-4430562,10,44,20,15,8,52,28,24,9,autogen,NOREPAIR,106.150,,,
342-C-bug-4807098-4807139,10,10261,20,461,2,88,84,6,2,autogen,NOREPAIR,165.808,,,
342-C-bug-4807124-4807139,10,75,20,1,2,89,86,3,3,autogen,????,0.803,,,
343-A-bug-12688116-12688124,10,47,20,28,11,57,45,15,6,autogen,NOREPAIR,32.190,,,
344-C-bug-6346819-6346829,10,26,20,11,9,58,33,29,29,autogen,????,50.309,,,
373-B-bug-5440932-5440937,10,32,20,3,4,40,37,4,4,autogen,????,1.069,,,
373-B-bug-5501799-5501841,10,48,20,19,11,47,44,4,4,autogen,TIMEOUT,10m,,,
379-A-bug-17479521-17479535,10,20,20,19,16,35,34,35,34,autogen,????,50.448,,,
379-A-bug-17502392-17502445,10,47,20,20,11,35,27,14,8,autogen,????,0.623,,,
379-A-bug-17525988-17526086,10,36,20,11,7,36,25,14,3,autogen,NOREPAIR,141.526,,,
379-A-bug-17562853-17563167,10,32,20,15,10,37,28,7,3,autogen,????,1.184,,,
379-A-bug-17701241-17701422,10,88,20,26,7,36,31,14,9,autogen,NOREPAIR,171.157,,,
379-A-bug-17986097-17986189,10,120,20,18,6,36,29,14,7,autogen,????,50.288,,,
392-A-bug-5964324-5964332,10,1282,20,58,12,61,61,2,2,autogen,NOREPAIR,289.039,,,
393-C-bug-6164753-6164776,10,11260,15,44,9,92,92,2,2,autogen,TIMEOUT,10m,,,
4-A-bug-18258396-18258457,10,224,20,150,12,22,15,11,5,autogen,????,0.530,,,
4-A-bug-18258406-18258457,10,683,20,198,9,15,14,1,1,autogen,NOREPAIR,24.103,,,
4-A-bug-18276798-18276823,10,44,20,2,3,25,25,2,2,autogen,NOREPAIR,18.426,,,
4-A-bug-18279795-18282404,10,897,20,7,6,25,23,2,2,autogen,NOREPAIR,33.216,,,
4-A-bug-18300085-18300106,10,3581,20,36,7,25,25,2,2,autogen,NOREPAIR,18.901,,,
4-A-bug-18331331-18331412,10,43,20,12,8,25,22,2,2,autogen,NOREPAIR,18.632,,,
4-A-bug-18339931-18340109,10,250,20,2,2,25,25,2,2,autogen,NOREPAIR,18.675,,,
4-A-bug-18353377-18353474,10,131,20,4,3,25,25,2,2,autogen,NOREPAIR,18.809,,,
401-D-bug-6052619-6052631,10,180,20,48,14,90,74,18,2,autogen,????,13.750,,,
402-A-bug-13783855-13783886,10,90,20,9,6,40,36,6,2,autogen,????,50.536,,,
402-A-bug-6104015-6104373,10,59,20,8,0,40,29,8,5,autogen,VERIFICATIONFAILED,56.825,,,
402-A-bug-6510690-6510748,10,23,20,15,11,42,28,6,4,autogen,NOREPAIR,36.039,,,
402-A-bug-9220746-9220767,10,55,20,10,1,40,20,15,3,autogen,????,50.556,,,
414-B-bug-6706156-6706199,10,61,20,19,13,68,44,54,30,autogen,TIMEOUT,10m,,,
431-C-bug-17335262-17335776,10,229,20,17,12,61,55,24,20,autogen,????,0.412,,,
431-C-bug-9275378-9275414,10,64,20,20,10,70,65,18,13,autogen,????,0.401,,,
431-C-bug-9279118-9279141,10,32,20,6,6,59,52,22,21,autogen,????,0.760,,,
431-D-bug-6685381-6685403,10,38,20,16,9,77,54,14,8,autogen,????,0.501,,,
431-D-bug-8343949-8343978,10,40,20,23,13,73,69,5,5,autogen,????,0.593,,,
44-B-bug-4127336-4127376,10,55,20,17,12,51,39,9,7,autogen,TIMEOUT,10m,,,
440-C-bug-6828150-6828315,10,46,20,23,13,74,73,26,25,autogen,TIMEOUT,10m,,,
448-D-bug-11893520-11893572,10,59,20,13,8,131,123,5,3,autogen,NOREPAIR,492.453,,,
448-D-bug-13913580-13913626,10,64,20,42,13,135,133,4,2,autogen,????,22.428,,,
448-D-bug-15608531-15608543,10,71,20,20,8,135,128,10,3,autogen,????,21.807,,,
449-A-bug-7810553-7810643,10,76,20,0,0,103,54,19,12,autogen,NOREPAIR,247.761,,,
460-A-bug-17695764-17695879,10,31,20,25,14,29,14,27,14,autogen,????,0.370,,,
460-A-bug-17983350-17983371,10,42,20,25,14,35,31,10,6,autogen,NOREPAIR,119.034,,,
466-A-bug-17830015-17830047,10,28,20,6,4,32,23,2,2,autogen,NOREPAIR,84.732,,,
466-A-bug-17855919-17856321,10,45,20,18,5,33,17,5,3,autogen,NOREPAIR,37.005,,,
466-A-bug-18072621-18072662,10,39,20,0,0,34,13,2,2,autogen,????,1.175,,,
466-A-bug-18150952-18150995,10,29,20,16,10,22,7,6,5,autogen,????,0.683,,,
466-A-bug-18150961-18150995,10,26,20,9,6,22,8,6,4,autogen,NOREPAIR,24.192,,,
47-A-bug-15929232-15929294,10,689,20,73,8,75,48,29,5,autogen,NOREPAIR,282.733,,,
47-A-bug-15929255-15929294,10,16151,11,876,3,75,53,25,3,autogen,NOREPAIR,445.135,,,
47-A-bug-17471702-17471768,10,430,20,31,3,75,53,25,3,autogen,TIMEOUT,10m,,,
47-A-bug-17471716-17471768,10,150,20,120,8,75,29,49,5,autogen,TIMEOUT,10m,,,
471-C-bug-7987098-7987325,10,105,20,56,15,32,22,19,9,autogen,TIMEOUT,10m,,,
471-C-bug-7987189-7987325,10,8768,17,787,0,35,30,5,0,autogen,TIMEOUT,10m,,,
476-A-bug-15778161-15778167,10,35,20,23,13,37,33,33,29,autogen,NOREPAIR,351.171,,,
476-A-bug-16066033-16066045,10,110,20,0,1,39,38,3,2,autogen,????,1.357,,,
