1-A-bug-18353198-18353306,10,27,20,17,16,29,29,5,5,autogen,NOREPAIR,23.062,,,
104-A-bug-11691772-11691810,10,3918,20,180,11,29,28,3,2,autogen,NOREPAIR,38.980,,,
104-A-bug-11691779-11691810,10,3395,10,5,5,48,48,2,2,autogen,NOREPAIR,35.004,,,
104-A-bug-11691794-11691810,10,43,20,18,17,32,29,5,5,autogen,NOREPAIR,29.993,,,
104-A-bug-11939068-11939085,10,3400,13,4,4,47,45,2,2,autogen,NOREPAIR,56.234,,,
104-A-bug-13139540-13139570,10,38,20,18,17,32,28,5,5,autogen,NOREPAIR,24.275,,,
104-A-bug-14940180-14940203,10,3375,13,7,6,48,48,2,2,autogen,NOREPAIR,71.711,,,
104-A-bug-7900405-7900409,10,3366,13,7,6,48,46,2,0,autogen,NOREPAIR,39.460,,,
11-B-bug-990723-990735,10,405,20,18,12,34,34,3,3,autogen,NOREPAIR,351.652,,,
110-A-bug-17970724-17970798,10,10495,4,3795,0,41,33,8,0,autogen,NOREPAIR,525.745,,,
110-A-bug-17999868-17999967,10,4869,5,1503,1,41,34,7,0,autogen,NOREPAIR,546.241,,,
110-A-bug-17999892-17999967,10,4846,3,827,0,42,32,10,0,autogen,NOREPAIR,562.636,,,
110-A-bug-18060949-18061008,10,46,20,16,11,41,25,8,6,autogen,NOREPAIR,411.374,,,
110-A-bug-18223116-18223122,10,608,20,52,9,38,28,13,3,autogen,NOREPAIR,489.822,,,
110-A-bug-18286939-18287093,10,23,20,16,15,38,35,6,3,autogen,NOREPAIR,280.377,,,
110-A-bug-18286951-18287093,10,28,20,17,16,38,26,6,6,autogen,NOREPAIR,254.330,,,
112-B-bug-1097813-1097818,10,121,20,0,0,38,24,14,2,autogen,NOREPAIR,12.718,,,
112-B-bug-668250-668255,10,393,20,20,17,36,22,2,2,autogen,NOREPAIR,43.359,,,
112-B-bug-770703-770719,10,50,20,0,0,42,20,5,4,autogen,NOREPAIR,27.266,,,
112-B-bug-861875-861881,10,232,20,17,16,36,22,13,13,autogen,NOREPAIR,43.731,,,
113-C-bug-683942-684032,10,65,20,19,8,66,12,4,3,autogen,TIMEOUT,10m,,,
113-C-bug-684028-684032,10,40,20,15,14,91,88,6,3,autogen,TIMEOUT,10m,,,
