1-A-bug-18353198-18353306,10,51,20,30,16,29,29,5,5,autogen,NOREPAIR,24.032,,,
104-A-bug-11691772-11691810,10,2907,20,127,12,29,28,3,2,autogen,NOREPAIR,40.977,,,
104-A-bug-11691779-11691810,10,3503,8,18,1,48,48,2,2,autogen,NOREPAIR,43.400,,,
104-A-bug-11691794-11691810,10,35,20,19,16,32,31,5,5,autogen,NOREPAIR,31.432,,,
104-A-bug-11939068-11939085,10,3890,10,11,2,47,47,2,2,autogen,NOREPAIR,46.883,,,
104-A-bug-13139540-13139570,10,35,20,13,11,32,29,5,5,autogen,NOREPAIR,23.274,,,
104-A-bug-14940180-14940203,10,3717,8,6,2,48,48,2,2,autogen,NOREPAIR,73.705,,,
104-A-bug-7900405-7900409,10,3467,5,1,0,48,48,2,2,autogen,NOREPAIR,31.672,,,
11-B-bug-990723-990735,10,198,20,7,6,34,34,3,3,autogen,NOREPAIR,342.915,,,
110-A-bug-17970724-17970798,10,63,20,25,7,41,34,8,2,autogen,NOREPAIR,536.430,,,
110-A-bug-17999868-17999967,10,67,20,26,14,41,25,7,4,autogen,NOREPAIR,544.976,,,
110-A-bug-17999892-17999967,10,4915,14,707,0,42,32,10,0,autogen,NOREPAIR,568.289,,,
110-A-bug-18060949-18061008,10,59,20,19,12,41,34,8,2,autogen,NOREPAIR,417.565,,,
110-A-bug-18223116-18223122,10,3263,8,257,1,38,28,13,3,autogen,NOREPAIR,481.939,,,
110-A-bug-18286939-18287093,10,32,20,20,17,38,36,6,4,autogen,NOREPAIR,217.772,,,
110-A-bug-18286951-18287093,10,34,20,25,17,38,26,6,6,autogen,NOREPAIR,249.433,,,
112-B-bug-1097813-1097818,10,235,20,0,0,38,17,14,13,autogen,NOREPAIR,12.990,,,
112-B-bug-668250-668255,10,316,20,16,14,36,22,2,2,autogen,NOREPAIR,39.836,,,
112-B-bug-770703-770719,10,58,20,0,0,42,26,5,4,autogen,NOREPAIR,21.327,,,
112-B-bug-861875-861881,10,84,20,6,6,36,22,13,13,autogen,NOREPAIR,35.789,,,
113-C-bug-683942-684032,10,59,20,28,14,66,60,4,2,autogen,TIMEOUT,10m,,,
113-C-bug-684028-684032,10,31,20,13,10,91,14,6,5,autogen,TIMEOUT,10m,,,
118-D-bug-6014277-6014404,10,467,20,24,14,47,43,10,6,autogen,????,0.704,,,
118-D-bug-6014278-6014404,10,441,20,26,16,47,45,10,8,autogen,????,0.796,,,
118-D-bug-746182-746641,10,165,20,15,12,47,45,10,8,autogen,????,0.578,,,
118-D-bug-989663-989669,10,99,20,9,6,47,44,10,7,autogen,????,0.429,,,
118-D-bug-989666-989669,10,71,20,9,9,46,43,16,16,autogen,????,0.668,,,
119-A-bug-16521182-16521266,10,137,20,23,2,49,38,12,2,autogen,????,0.985,,,
119-A-bug-16665499-16665611,10,38,20,10,5,48,37,14,11,autogen,????,0.846,,,
121-C-bug-804156-804907,10,12403,13,16,2,68,66,3,2,autogen,TIMEOUT,10m,,,
122-A-bug-17968034-17968373,10,522,20,14,2,62,61,4,3,autogen,TIMEOUT,10m,,,
122-A-bug-18015599-18015631,10,1393,20,22,1,44,44,3,3,autogen,NOREPAIR,81.682,,,
122-A-bug-18026330-18026493,10,5704,17,711,7,40,28,15,4,autogen,NOREPAIR,511.121,,,
122-A-bug-18122874-18122948,10,4740,11,193,3,40,36,7,3,autogen,REPAIR,204.421,34,36,36
122-A-bug-18122909-18122948,10,1951,20,50,4,69,67,4,2,autogen,NOREPAIR,332.067,,,
122-A-bug-18209616-18209912,10,3642,19,13,4,44,41,6,3,autogen,NOREPAIR,52.973,,,
122-A-bug-18209760-18209912,10,3906,6,8,1,44,41,6,3,autogen,NOREPAIR,39.842,,,
122-A-bug-18209773-18209912,10,3397,9,5,2,62,60,4,2,autogen,NOREPAIR,54.286,,,
122-A-bug-18230727-18230742,10,6103,13,3572,4,40,30,13,3,autogen,NOREPAIR,158.360,,,
122-A-bug-18280368-18280476,10,280,20,3,1,62,60,4,2,autogen,NOREPAIR,211.988,,,
122-C-bug-8904375-8904400,10,27,20,17,14,43,25,29,12,autogen,NOREPAIR,421.489,,,
124-A-bug-16748308-16749061,10,24,20,24,18,54,39,32,32,autogen,NOREPAIR,28.096,,,
124-A-bug-17030725-17030795,10,50,20,22,16,55,39,30,30,autogen,TIMEOUT,10m,,,
124-A-bug-17030750-17030795,10,23,20,15,13,53,37,34,34,autogen,NOREPAIR,238.358,,,
124-A-bug-17380518-17380581,10,24,20,13,11,55,34,16,13,autogen,NOREPAIR,11.593,,,
124-A-bug-17548415-17548499,10,37,20,19,14,55,31,16,11,autogen,NOREPAIR,10.781,,,
124-A-bug-17684079-17684114,10,31,20,13,12,55,30,16,7,autogen,NOREPAIR,23.258,,,
124-A-bug-18071122-18071213,10,26,20,25,17,53,17,47,12,autogen,NOREPAIR,23.961,,,
124-A-bug-18216134-18216197,10,35,20,17,12,53,30,35,17,autogen,NOREPAIR,23.093,,,
129-E-bug-7156869-7156872,10,62,20,12,10,66,58,29,21,autogen,????,0.419,,,
131-C-bug-7900700-7900757,10,64,20,28,14,47,21,26,7,autogen,TIMEOUT,10m,,,
131-C-bug-8286919-8286937,10,58,20,16,13,47,21,26,4,autogen,????,1.215,,,
136-B-bug-3414703-3414706,10,20,20,18,16,105,10,101,7,autogen,????,0.679,,,
140-A-bug-10658248-10658284,10,79,20,10,1,54,52,2,2,autogen,NOREPAIR,59.083,,,
