112-B-bug-861875-861881,11,132,20,15,15,36,22,13,13,manual,REPAIR,13,22,33,33,autogen,REPAIR,13,24,33,33
113-C-bug-683942-684032,11,46,20,15,12,66,64,4,2,manual,TIMEOUT,0,,,,autogen,TIMEOUT,0,,,
113-C-bug-684028-684032,11,38,20,17,16,91,86,6,3,manual,NOREPAIR,412,,,,autogen,NOREPAIR,216,,,
118-D-bug-6014277-6014404,11,103,20,5,4,47,44,10,10,manual,NOREPAIR,266,,,,autogen,NOREPAIR,677,,,
118-D-bug-6014278-6014404,11,51,20,5,5,47,40,10,10,manual,NOREPAIR,569,,,,autogen,NOREPAIR,574,,,
118-D-bug-746182-746641,11,51,20,6,6,47,41,10,10,manual,NOREPAIR,961,,,,autogen,NOREPAIR,22,,,
118-D-bug-989663-989669,11,78,20,12,4,47,37,10,0,manual,NOREPAIR,632,,,,autogen,NOREPAIR,642,,,
118-D-bug-989666-989669,11,51,20,10,8,46,21,16,10,manual,NOREPAIR,621,,,,autogen,NOREPAIR,79,,,
119-A-bug-16521182-16521266,11,124,20,17,1,49,33,12,3,manual,REPAIR,22,37,45,45,autogen,TIMEOUT,0,,,
119-A-bug-16665499-16665611,11,40,20,12,5,48,15,14,9,manual,TIMEOUT,0,,,,autogen,TIMEOUT,0,,,
121-C-bug-804156-804907,11,174,20,0,0,68,54,3,1,manual,TIMEOUT,0,,,,autogen,TIMEOUT,0,,,
122-A-bug-17968034-17968373,11,7431,8,203,0,62,60,4,2,manual,REPAIR,34,32,36,36,autogen,TIMEOUT,0,,,
122-A-bug-18015599-18015631,11,7737,6,122,0,44,44,3,3,manual,NOREPAIR,11,,,,autogen,NOREPAIR,11,,,
122-A-bug-18026330-18026493,11,3694,20,440,9,40,29,15,4,manual,NOREPAIR,9,,,,autogen,NOREPAIR,11,,,
122-A-bug-18122874-18122948,11,8013,9,294,0,40,36,7,3,manual,NOREPAIR,28,,,,autogen,NOREPAIR,24,,,
122-A-bug-18122909-18122948,11,7687,19,167,11,69,67,4,2,manual,NOREPAIR,26,,,,autogen,NOREPAIR,28,,,
122-A-bug-18209616-18209912,11,7381,7,36,0,44,41,6,3,manual,REPAIR,18,33,36,36,autogen,REPAIR,20,32,36,36
122-A-bug-18209760-18209912,11,7033,9,16,0,44,41,6,3,manual,REPAIR,20,33,36,36,autogen,REPAIR,21,33,36,36
122-A-bug-18209773-18209912,11,7237,14,9,4,62,60,4,2,manual,REPAIR,21,34,36,36,autogen,REPAIR,23,34,36,36
122-A-bug-18280368-18280476,11,450,20,5,2,62,60,4,2,manual,REPAIR,634,34,36,36,autogen,TIMEOUT,0,,,
122-B-bug-1446831-1446834,11,24,20,18,18,46,46,8,8,manual,NOREPAIR,0,,,,autogen,NOREPAIR,555,,,
122-B-bug-5768530-5768538,11,7091,17,506,1,55,52,5,2,manual,REPAIR,9,42,42,42,autogen,REPAIR,24,42,42,42
122-B-bug-9163596-9163642,11,68,20,29,10,47,20,14,8,manual,REPAIR,16,35,42,42,autogen,REPAIR,25,42,42,42
122-C-bug-8904375-8904400,11,37,20,15,12,43,21,29,7,manual,NOREPAIR,712,,,,autogen,NOREPAIR,871,,,
124-A-bug-16748308-16749061,11,20,20,19,19,54,32,32,32,manual,REPAIR,39,19,50,50,autogen,NOREPAIR,35,,,
124-A-bug-17030725-17030795,11,42,20,13,12,55,21,30,21,manual,NOREPAIR,542,,,,autogen,NOREPAIR,538,,,
124-A-bug-17030750-17030795,11,26,20,14,14,53,37,34,34,manual,REPAIR,35,21,50,50,autogen,NOREPAIR,173,,,
124-A-bug-17380518-17380581,11,27,20,14,14,55,35,16,10,manual,NOREPAIR,9,,,,autogen,NOREPAIR,16,,,
124-A-bug-17548415-17548499,11,29,20,16,16,55,25,16,16,manual,NOREPAIR,12,,,,autogen,NOREPAIR,20,,,
124-A-bug-17684079-17684114,11,25,20,16,16,55,38,16,8,manual,NOREPAIR,13,,,,autogen,NOREPAIR,17,,,
124-A-bug-18071122-18071213,11,20,20,20,20,53,47,47,47,manual,NOREPAIR,0,,,,autogen,NOREPAIR,23,,,
124-A-bug-18216134-18216197,11,30,20,17,13,53,53,35,35,manual,REPAIR,8,35,50,50,autogen,NOREPAIR,50,,,
129-E-bug-7156869-7156872,11,47,20,8,7,66,47,29,10,manual,NOREPAIR,474,,,,autogen,NOREPAIR,993,,,
131-C-bug-7900700-7900757,11,40,20,14,9,47,22,26,5,manual,TIMEOUT,0,,,,autogen,TIMEOUT,0,,,
131-C-bug-8286919-8286937,11,40,20,13,9,47,32,26,25,manual,NOREPAIR,740,,,,autogen,TIMEOUT,0,,,
136-B-bug-3414703-3414706,11,21,20,19,18,105,84,101,80,manual,NOREPAIR,1189,,,,autogen,NOREPAIR,337,,,
140-A-bug-10658248-10658284,11,29,20,4,3,54,52,2,2,manual,REPAIR,529,35,46,46,autogen,REPAIR,528,30,46,46
140-A-bug-13617983-13618000,11,245,20,0,0,52,47,2,0,manual,NOREPAIR,56,,,,autogen,NOREPAIR,14,,,
141-B-bug-10646503-10646512,11,61,20,2,1,153,148,4,3,manual,TIMEOUT,0,,,,autogen,NOREPAIR,954,,,
141-B-bug-12854738-12854834,11,93,20,2,2,286,232,3,1,manual,REPAIR,18,143,148,148,autogen,REPAIR,13,133,148,148
141-B-bug-12854753-12854834,11,96,20,4,2,293,289,2,2,manual,REPAIR,23,144,148,148,autogen,REPAIR,38,144,148,148
