104-A-bug-11691772-11691810,10,26,5,1,0,29,28,3,2
104-A-bug-11691779-11691810,10,20,5,0,0,48,30,2,2
104-A-bug-11691794-11691810,10,10,5,3,3,32,29,5,5
104-A-bug-11939068-11939085,10,14,5,0,0,47,45,2,2
104-A-bug-13139540-13139570,10,8,5,2,2,32,29,5,5
104-A-bug-14940180-14940203,10,9,5,0,0,48,48,2,2
104-A-bug-7900405-7900409,10,111,5,1,1,48,48,2,2
110-A-bug-17970724-17970798,10,10,5,5,3,41,25,8,6
110-A-bug-17999868-17999967,10,16367,4,5498,0,41,34,7,0
110-A-bug-17999892-17999967,10,9,5,1,1,42,34,10,3
110-A-bug-18060949-18061008,10,12,5,4,3,41,25,8,5
110-A-bug-18223116-18223122,10,15,5,2,2,38,17,13,10
110-A-bug-18286939-18287093,10,6,5,3,3,38,26,6,6
110-A-bug-18286951-18287093,10,5,5,3,3,38,36,6,4
112-B-bug-1097813-1097818,10,7,5,0,0,38,22,14,5
112-B-bug-668250-668255,10,26,5,3,3,36,22,2,2
112-B-bug-770703-770719,10,7,5,0,0,42,31,5,3
112-B-bug-861875-861881,10,28,5,3,3,36,22,13,13
113-C-bug-683942-684032,10,5,5,1,1,66,56,4,2
113-C-bug-684028-684032,10,5,5,2,2,91,70,6,6
118-D-bug-6014277-6014404,10,31,5,2,2,47,45,10,8
118-D-bug-6014278-6014404,10,51,5,1,1,47,47,10,10
118-D-bug-746182-746641,10,13,5,3,3,47,47,10,10
118-D-bug-989663-989669,10,25,5,0,0,47,45,10,8
118-D-bug-989666-989669,10,66,5,5,3,46,43,16,16
119-A-bug-16521182-16521266,10,5,5,3,3,49,37,12,4
119-A-bug-16665499-16665611,10,5,5,2,2,48,27,14,14
11-B-bug-990723-990735,10,16,5,0,0,34,34,3,3
121-C-bug-804156-804907,10,31,5,0,0,68,56,3,2
122-A-bug-17968034-17968373,10,63,5,0,0,62,60,4,2
122-A-bug-18015599-18015631,10,28,5,0,0,44,43,3,3
122-A-bug-18026330-18026493,10,9,5,1,1,40,31,15,13
122-A-bug-18122874-18122948,10,275,5,10,0,40,36,7,3
122-A-bug-18122909-18122948,10,8,5,1,1,69,53,4,2
122-A-bug-18209616-18209912,10,12,5,0,0,44,35,6,4
122-A-bug-18209760-18209912,10,9,5,0,0,44,40,6,3
122-A-bug-18209773-18209912,10,11,5,1,0,62,56,4,2
122-A-bug-18230727-18230742,10,17,5,11,4,40,21,13,8
122-A-bug-18280368-18280476,10,6,5,1,1,62,56,4,2
122-B-bug-1446831-1446834,10,5,5,5,5,46,8,8,8
122-C-bug-8904375-8904400,10,5,5,2,2,43,33,29,29
124-A-bug-16748308-16749061,10,5,5,5,5,54,32,32,32
124-A-bug-17030725-17030795,10,11,5,3,3,55,39,30,30
124-A-bug-17030750-17030795,10,6,5,4,4,53,38,34,34
124-A-bug-17380518-17380581,10,5,5,4,4,55,31,16,3
124-A-bug-17548415-17548499,10,5,5,2,2,55,16,16,16
124-A-bug-17684079-17684114,10,7,5,3,3,55,16,16,16
124-A-bug-18071122-18071213,10,5,5,5,5,53,47,47,47
124-A-bug-18216134-18216197,10,5,5,4,4,53,35,35,35
129-E-bug-7156869-7156872,10,157,5,16,2,66,49,29,12
131-C-bug-7900700-7900757,10,10,5,2,2,47,35,26,24
131-C-bug-8286919-8286937,10,5,5,3,3,47,33,26,24
136-B-bug-3414703-3414706,10,9,5,7,4,105,101,101,97
140-A-bug-10658248-10658284,10,10,5,0,0,54,43,2,2
140-A-bug-13617983-13618000,10,9,5,0,0,52,36,2,2
141-B-bug-10646503-10646512,10,11,5,0,0,153,77,4,4
141-B-bug-12854738-12854834,10,7,5,0,0,286,233,3,2
141-B-bug-12854753-12854834,10,40,5,0,0,293,291,2,2
141-B-bug-12854822-12854834,10,50,5,0,0,264,256,5,3
142-B-bug-1041991-1042009,10,14,5,0,0,159,133,7,7
142-B-bug-1042002-1042009,10,14,5,0,0,157,140,21,8
